quality_score,dataset_title,resource_name,resource_format,row_count,columns,components,question
8.5,Daten der Raddauerzählstellen München 2024,Tageswerte und Wetter - Juli 2024 - Daten der Raddauerzählstellen München,csv,124,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,15 Minuten-Werte - August 2024 - Daten der Raddauerzählstellen München,csv,11904,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,Tageswerte und Wetter - August 2024 - Daten der Raddauerzählstellen München,csv,124,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,15 Minuten-Werte - September 2024 - Daten der Raddauerzählstellen München,csv,9120,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,15 Minuten-Werte - November 2024 - Daten der Raddauerzählstellen München,csv,9024,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,15 Minuten-Werte - Dezember 2024 - Daten der Raddauerzählstellen München,csv,11904,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,Tageswerte und Wetter - Dezember 2024 - Daten der Raddauerzählstellen München,csv,124,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München September 2021,15 Minuten-Werte - Daten der Raddauerzählstellen München September 2021,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München September 2021 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München März 2020,15 Minuten-Werte - Daten der Raddauerzählstellen München März 2020,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München März 2020 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München März 2018,15 Minuten-Werte - Daten der Raddauerzählstellen München März  2018,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München März 2018 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München August 2019,15 Minuten-Werte - Daten der Raddauerzählstellen München August 2019,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München August 2019 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Oktober 2017,15 Minuten-Werte - Daten der Raddauerzählstellen München Oktober 2017,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Oktober 2017 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München September 2020,15 Minuten-Werte - Daten der Raddauerzählstellen München September 2020,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München September 2020 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Juli 2020,15 Minuten-Werte - Daten der Raddauerzählstellen München Juli 2020,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Juli 2020 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München August 2020,15 Minuten-Werte - Daten der Raddauerzählstellen München August 2020,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München August 2020 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2022,15 Minuten-Werte - Januar 2022 - Daten der Raddauerzählstellen München,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2022 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2022,15 Minuten-Werte - Februar 2022 - Daten der Raddauerzählstellen München,csv,16128,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2022 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2022,15 Minuten-Werte - März 2022 - Daten der Raddauerzählstellen München,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2022 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2022,15 Minuten-Werte - April 2022 - Daten der Raddauerzählstellen München,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2022 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2022,15 Minuten-Werte - Mai 2022 - Daten der Raddauerzählstellen München,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2022 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2022,15 Minuten-Werte - Juni 2022 - Daten der Raddauerzählstellen München,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2022 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2022,15 Minuten-Werte - Juli 2022 - Daten der Raddauerzählstellen München,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2022 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2022,15 Minuten-Werte - August 2022 - Daten der Raddauerzählstellen München,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2022 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2022,15 Minuten-Werte - September 2022 - Daten der Raddauerzählstellen München,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2022 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2022,15 Minuten-Werte - Oktober 2022 - Daten der Raddauerzählstellen München,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2022 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2022,15 Minuten-Werte - November 2022 - Daten der Raddauerzählstellen München,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2022 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2022,15 Minuten-Werte - Dezember 2022 - Daten der Raddauerzählstellen München,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2022 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Juni 2017,15 Minuten-Werte - Daten der Raddauerzählstellen München Juni 2017,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Juni 2017 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München November 2021,15 Minuten-Werte - Daten der Raddauerzählstellen München November 2021,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München November 2021 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Juli 2018,15 Minuten-Werte - Daten der Raddauerzählstellen München Juli 2018,csv,17848,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Juli 2018 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Januar 2020,15 Minuten-Werte - Daten der Raddauerzählstellen München Januar 2020,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Januar 2020 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München November 2017,15 Minuten-Werte - Daten der Raddauerzählstellen München November 2017,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München November 2017 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München September 2017,15 Minuten-Werte - Daten der Raddauerzählstellen München September 2017,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München September 2017 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München November 2020,15 Minuten-Werte - Daten der Raddauerzählstellen München November 2020,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München November 2020 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Januar 2019,15 Minuten-Werte - Daten der Raddauerzählstellen München Januar 2019,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Januar 2019 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München August 2017,15 Minuten-Werte - Daten der Raddauerzählstellen München August 2017,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München August 2017 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Dezember 2021,15 Minuten-Werte - Daten der Raddauerzählstellen München Dezember 2021,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Dezember 2021 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Oktober 2019,  15 Minuten-Werte - Daten der Raddauerzählstellen München Oktober 2019,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Oktober 2019 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Mai 2020,15 Minuten-Werte - Daten der Raddauerzählstellen München Mai 2020,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Mai 2020 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Mai 2017,15 Minuten-Werte - Daten der Raddauerzählstellen München Mai 2017,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Mai 2017 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München März 2021,15 Minuten-Werte - Daten der Raddauerzählstellen München März 2021,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München März 2021 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Februar 2017,15 Minuten-Werte - Daten der Raddauerzählstellen München Februar 2017,csv,16128,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Februar 2017 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München August 2021,15 Minuten-Werte - Daten der Raddauerzählstellen München August 2021,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München August 2021 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Dezember 2020,15 Minuten-Werte - Daten der Raddauerzählstellen München Dezember 2020,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Dezember 2020 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Dezember 2017,15 Minuten-Werte - Daten der Raddauerzählstellen München Dezember 2017,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Dezember 2017 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München April 2018,15 Minuten-Werte - Daten der Raddauerzählstellen München April 2018,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München April 2018 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Juni 2019,15 Minuten-Werte - Daten der Raddauerzählstellen München Juni 2019,csv,14016,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Juni 2019 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Oktober 2021,15 Minuten-Werte - Daten der Raddauerzählstellen München Oktober 2021,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Oktober 2021 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München April 2017,15 Minuten-Werte - Daten der Raddauerzählstellen München April 2017,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München April 2017 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München April 2019,15 Minuten-Werte - Daten der Raddauerzählstellen München April 2019,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München April 2019 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Januar 2018,15 Minuten-Werte - Daten der Raddauerzählstellen München Januar 2018,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Januar 2018 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Februar 2018,15 Minuten-Werte - Daten der Raddauerzählstellen München Februar 2018,csv,16128,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Februar 2018 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Mai 2021,15 Minuten-Werte - Daten der Raddauerzählstellen München Mai 2021,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Mai 2021 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Juli 2017,15 Minuten-Werte - Daten der Raddauerzählstellen München Juli 2017,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Juli 2017 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Oktober 2018,15 Minuten-Werte - Daten der Raddauerzählstellen München Oktober 2018,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Oktober 2018 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München November 2019,15 Minuten-Werte - Daten der Raddauerzählstellen München November 2019,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München November 2019 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Dezember 2019,15 Minuten-Werte - Daten der Raddauerzählstellen München Dezember 2019,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Dezember 2019 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Oktober 2020,15 Minuten-Werte - Daten der Raddauerzählstellen München Oktober 2020,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Oktober 2020 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München August 2018,15 Minuten-Werte - Daten der Raddauerzählstellen München August 2018 ,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München August 2018 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Dezember 2018,15 Minuten-Werte - Daten der Raddauerzählstellen München Dezember 2018,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Dezember 2018 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Mai 2018,15 Minuten-Werte - Daten der Raddauerzählstellen München Mai 2018,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Mai 2018 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Januar 2021,15 Minuten-Werte - Daten der Raddauerzählstellen München Januar 2021,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Januar 2021 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Juli 2019,15 Minuten-Werte - Daten der Raddauerzählstellen München Juli 2019,csv,14880,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Juli 2019 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Juni 2020,15 Minuten-Werte - Daten der Raddauerzählstellen MünchenJuni 2020,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Juni 2020 and compare richtung_1 by zaehlstelle.
7.75,Fahrverbotszonen für E-Tretroller,WFS (CSV),csv,57,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Fahrverbotszonen für E-Tretroller and compare objectid by tretrollersharing.
7.75,Radlstadtplan (Ausgeschildertes Radlnetz),WFS (CSV),csv,39,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Radlstadtplan (Ausgeschildertes Radlnetz) and compare status by planungsstatus_bedeutung.
7.75,Radlstadtplan (Fahrradstraßen),WFS (CSV),csv,92,10,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Radlstadtplan (Fahrradstraßen) and compare status by anmerkung.
7.75,"Kernbeschäftigte nach Statusgruppen, Arbeitszeit und Geschlecht - Landeshauptstadt München","Kernbeschäftigte nach Statusgruppen, Arbeitszeit und Geschlecht",csv,6,6,"InsightCard,MetricGrid,BarChart,DataTable","Summarize Kernbeschäftigte nach Statusgruppen, Arbeitszeit und Geschlecht - Landeshauptstadt München and compare vollzeit_weiblich by statusgruppe."
7.75,"Kernbeschäftigte nach Referaten, Eigenbetriebe und Stiftungen - Landeshauptstadt München","Kernbeschäftigte der Landeshauptstadt München nach Referaten, Eigenbetrieben und Stiftungen",csv,69,7,"InsightCard,MetricGrid,BarChart,DataTable","Summarize Kernbeschäftigte nach Referaten, Eigenbetriebe und Stiftungen - Landeshauptstadt München and compare vollzeit_weiblich by referat_typ."
7.75,Daten der Raddauerzählstellen München 2024,Tageswerte und Wetter - September 2024 - Daten der Raddauerzählstellen München,csv,95,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
7.75,Daten der Raddauerzählstellen München 2024,Tageswerte und Wetter - Oktober 2024 - Daten der Raddauerzählstellen München,csv,93,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
7.75,Daten der Raddauerzählstellen München 2024,Tageswerte und Wetter - November 2024 - Daten der Raddauerzählstellen München,csv,95,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
7.75,Wohnungen Münchner Wohnen,Zahl der Wohnungen der Münchner Wohnen,csv,12,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Wohnungen Münchner Wohnen and compare wohnungsbestand_gesamt by unternehmen.
7.75,Filmfest München,Besucher*innen und Anzahl Filme beim Filmfest und Filmschoolfest München,csv,10,5,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Filmfest München and compare Besucher*innen by Veranstaltung.
7.5,Mobilitätspunkte,WFS (GML),xml,362,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Mobilitätspunkte and compare objectid by gaf_ts_vorhanden.
7.5,Flexzonen für MyRadl,WFS (CSV),csv,144,7,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of objectid in Flexzonen für MyRadl.
7.5,"Baustellen - Temporäre Einschränkungen beim Gehen, Fahren und Parken (Opendata)",WFS (GML),xml,,12,"InsightCard,MetricGrid,BarChart,DataTable","Summarize Baustellen - Temporäre Einschränkungen beim Gehen, Fahren und Parken (Opendata) and compare srsDimension by kontakt_oeffentlich."
7.5,Bürgerversammlungen - Empfehlungen,BV-Empfehlungen - RSS-Feed,xml,680,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Bürgerversammlungen - Empfehlungen and compare version by channel.title.
7.5,Bürgerversammlungen - Anfragen,BV-Anfragen - RSS-Feed,xml,186,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Bürgerversammlungen - Anfragen and compare version by channel.title.
7.5,Ordentliche Erträge und Aufwendungen der Produkte der LHM,Ordentliche Erträge und Aufwendungen LHM-Produkte,csv,1371,5,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of ordentliche ertraege rechnungsergebnis in Ordentliche Erträge und Aufwendungen der Produkte der LHM.
7.5,Daten der Raddauerzählstellen München 2023,Tageswerte und Wetter - Januar 2023 - Daten der Raddauerzählstellen München,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2023.
7.5,Daten der Raddauerzählstellen München 2023,Tageswerte und Wetter - Februar 2023 - Daten der Raddauerzählstellen München,csv,168,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2023.
7.5,Daten der Raddauerzählstellen München 2023,Tageswerte und Wetter - März 2023 - Daten der Raddauerzählstellen München,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2023.
7.5,Daten der Raddauerzählstellen München 2023,Tageswerte und Wetter - April 2023 - Daten der Raddauerzählstellen München,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2023.
7.5,Daten der Raddauerzählstellen München 2023,Tageswerte und Wetter - Mai 2023 - Daten der Raddauerzählstellen München,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2023.
7.5,Daten der Raddauerzählstellen München 2023,Tageswerte und Wetter - Juni 2023 - Daten der Raddauerzählstellen München,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2023.
7.5,Daten der Raddauerzählstellen München Februar 2019,Tageswerte und Wetter - Daten der Raddauerzählstellen München Februar 2019,csv,168,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Februar 2019.
7.5,Daten der Raddauerzählstellen München Februar 2021,Tageswerte und Wetter - Daten der Raddauerzählstellen München Februar 2021,csv,168,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Februar 2021.
7.5,Daten der Raddauerzählstellen München April 2020,Tageswerte und Wetter - Daten der Raddauerzählstellen München April 2020,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München April 2020.
7.5,Daten der Raddauerzählstellen München April 2021,Tageswerte und Wetter - Daten der Raddauerzählstellen München April 2021,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München April 2021.
7.5,Daten der Raddauerzählstellen München Januar 2017,Tageswerte und Wetter - Daten der Raddauerzählstellen München Januar 2017,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Januar 2017.
7.5,Daten der Raddauerzählstellen München Februar 2020,Tageswerte und Wetter - Daten der Raddauerzählstellen München Februar 2020,csv,174,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Februar 2020.
7.5,Daten der Raddauerzählstellen München September 2019,Tageswerte und Wetter - Daten der Raddauerzählstellen München September 2019,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München September 2019.
7.5,Daten der Raddauerzählstellen München März 2019,Tageswerte und Wetter - Daten der Raddauerzählstellen München März 2019,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München März 2019.
7.5,Daten der Raddauerzählstellen München September 2018,Tageswerte und Wetter - Daten der Raddauerzählstellen München September 2018,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München September 2018.
7.5,Daten der Raddauerzählstellen München März 2017,Tageswerte und Wetter - Daten der Raddauerzählstellen München März 2017,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München März 2017.
7.5,Daten der Raddauerzählstellen München November 2018,Tageswerte und Wetter - Daten der Raddauerzählstellen München November 2018,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München November 2018.
7.5,Daten der Raddauerzählstellen München Mai 2019,Tageswerte und Wetter - Daten der Raddauerzählstellen München Mai 2019,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Mai 2019.
7.5,Daten der Raddauerzählstellen München Juni 2018,Tageswerte und Wetter - Daten der Raddauerzählstellen München Juni 2018,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Juni 2018.
7.5,Daten der Raddauerzählstellen München Juni 2021,Tageswerte und Wetter - Daten der Raddauerzählstellen München Juni 2021,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Juni 2021.
7.5,Daten der Raddauerzählstellen München Juli 2021,Tageswerte und Wetter - Daten der Raddauerzählstellen München Juli 2021,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Juli 2021.
7.5,Daten der Raddauerzählstellen München September 2021,Tageswerte und Wetter - Daten der Raddauerzählstellen München September 2021,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München September 2021.
7.5,Daten der Raddauerzählstellen München März 2020,Tageswerte und Wetter - Daten der Raddauerzählstellen München März 2020,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München März 2020.
7.5,Daten der Raddauerzählstellen München März 2018,Tageswerte und Wetter - Daten der Raddauerzählstellen München März  2018,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München März 2018.
7.5,Daten der Raddauerzählstellen München August 2019,Tageswerte und Wetter - Daten der Raddauerzählstellen München August 2019,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München August 2019.
7.5,Daten der Raddauerzählstellen München Oktober 2017,Tageswerte und Wetter - Daten der Raddauerzählstellen München Oktober 2017,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Oktober 2017.
7.5,Daten der Raddauerzählstellen München September 2020,Tageswerte und Wetter - Daten der Raddauerzählstellen München September 2020,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München September 2020.
